transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_channel,transaction_amount,currency,beneficiary_id,source_location,destination_location,device_id,ip_address,transaction_status,failure_reason,settlement_status,fraud_flag,seed_risk_score
TXN0000000769,ACC000002266,CUST0007117,2025-07-30 06:08:29,NEFT,BRANCH,3383.93,INR,BEN0007183,Bengaluru,New Delhi,DEV0008419,30.219.133.123,REVERSED,DUPLICATE_TRANSACTION,SETTLED,N,10
TXN0000000777,ACC000014435,CUST0003894,2025-12-02 10:08:37,BILL_PAYMENT,MOBILE,2222.48,INR,BEN0002010,Mumbai,Hyderabad,DEV0011858,105.176.108.202,SUCCESS,,SETTLED,N,20
TXN0000000718,ACC000000773,CUST0004641,2023-04-19 23:12:45,CARD_PURCHASE,MOBILE,1334.66,INR,BEN0003585,Chennai,Chennai,DEV0005966,87.70.80.90,SUCCESS,,PENDING,N,10
TXN0000000842,ACC000012506,CUST0006266,2023-07-13 16:49:50,IMPS,ATM,13672.61,INR,BEN0010812,New Delhi,Hyderabad,DEV0010841,115.221.11.207,SUCCESS,,SETTLED,N,10
TXN0000000884,ACC000002755,CUST0004762,2026-02-06 10:54:53,NEFT,INTERNET_BANKING,905.55,INR,BEN0005849,New Delhi,Bhubaneswar,DEV0006548,118.14.234.252,SUCCESS,,SETTLED,N,10
TXN0000000907,ACC000009222,CUST0004565,2023-12-23 21:01:50,CARD_PURCHASE,MOBILE,3815.68,INR,BEN0005865,Indore,Lucknow,DEV0004458,40.169.230.243,SUCCESS,,SETTLED,N,10
TXN0000000931,ACC000000027,CUST0003329,2024-01-16 04:28:39,CARD_PURCHASE,POS,3049.34,EUR,BEN0011073,Ahmedabad,Mumbai,DEV0006661,195.235.149.103,SUCCESS,,SETTLED,N,40
TXN0000000369,ACC000014305,CUST0003843,2023-06-08 06:03:05,CARD_PURCHASE,BRANCH,4031.91,INR,BEN0012868,Ahmedabad,Hyderabad,DEV0003308,92.200.241.36,SUCCESS,,PENDING,N,0
TXN0000001221,ACC000009944,CUST0008111,2024-07-12 04:45:12,CARD_PURCHASE,MOBILE,2576.65,INR,BEN0002226,Kochi,Bengaluru,DEV0005077,28.203.198.107,SUCCESS,,SETTLED,N,30
TXN0000001276,ACC000004372,CUST0006311,2026-06-21 00:04:33,BILL_PAYMENT,MOBILE,1332.81,INR,BEN0008367,Lucknow,Jaipur,DEV0009509,80.196.248.249,FAILED,INVALID_CUSTOMER,SETTLED,N,25
TXN0000000315,ACC000013159,CUST0006300,2024-05-16 08:26:11,BILL_PAYMENT,POS,928.95,INR,BEN0008256,Ahmedabad,Bengaluru,DEV0008977,192.196.62.70,SUCCESS,,SETTLED,N,0
TXN0000001377,ACC000002737,CUST0003406,2023-11-11 20:19:52,ATM_WITHDRAWAL,MOBILE,36030.09,INR,BEN0002472,Jaipur,Kochi,DEV0009354,20.9.28.163,SUCCESS,,SETTLED,N,20
TXN0000000239,ACC000000726,CUST0004068,2023-11-02 08:59:35,INTERNAL_TRANSFER,INTERNET_BANKING,7027.45,INR,BEN0001473,Hyderabad,New Delhi,DEV0008617,159.191.31.197,SUCCESS,,SETTLED,N,10
TXN0000001402,ACC000009211,CUST0004637,2025-07-28 04:28:02,CARD_PURCHASE,MOBILE,4451.0,INR,BEN0012932,Lucknow,Lucknow,DEV0011247,174.244.89.34,SUCCESS,,SETTLED,N,10
TXN0000001447,ACC000005882,CUST0009216,2026-05-21 19:34:20,NEFT,ATM,1211.42,INR,BEN0011156,Lucknow,Lucknow,DEV0007902,144.11.218.224,SUCCESS,,SETTLED,N,10
TXN0000000370,ACC000010778,CUST0004054,2025-06-08 19:45:51,RTGS,MOBILE,5202.05,INR,BEN0001476,Bhubaneswar,New Delhi,DEV0010736,46.5.151.11,SUCCESS,,SETTLED,N,30
TXN0000001548,ACC000006886,CUST0001099,2026-04-08 09:54:42,UPI,MOBILE,1385.8,INR,BEN0006860,Hyderabad,Kochi,DEV0007044,187.214.187.247,SUCCESS,,SETTLED,N,20
TXN0000000627,ACC000003326,CUST0005507,2023-11-24 20:26:06,INTERNAL_TRANSFER,BRANCH,-1594.0,INR,BEN0009881,Chennai,Chennai,DEV0009547,48.227.59.186,FAILED,KYC_BLOCK,SETTLED,N,55
TXN0000001720,ACC000010089,CUST0009513,2025-04-30 15:36:09,ATM_WITHDRAWAL,MOBILE,10325.33,INR,BEN0001315,Bengaluru,Kolkata,DEV0007479,189.127.211.104,SUCCESS,,SETTLED,N,10
TXN0000001402,ACC000009146,CUST0000137,2026-04-20 06:30:32,CARD_PURCHASE,MOBILE,9291.13,INR,BEN0009948,Bengaluru,Kolkata,DEV0007473,46.200.119.97,SUCCESS,,SETTLED,N,30
TXN0000001765,ACC000002457,CUST0001335,2023-05-27 20:18:55,CARD_PURCHASE,MOBILE,2617.25,INR,BEN0007155,Lucknow,Lucknow,DEV0008476,147.229.84.220,SUCCESS,,SETTLED,N,30
TXN0000001805,ACC000012762,CUST0005413,2026-02-10 12:28:57,CARD_PURCHASE,INTERNET_BANKING,2841.3,INR,BEN0009442,Kolkata,Chennai,DEV0010491,113.96.64.223,SUCCESS,,PENDING,N,10
TXN0000000003,ACC000003207,CUST0001594,2024-02-27 02:44:25,IMPS,POS,11772.46,INR,BEN0003130,Lucknow,Bhubaneswar,DEV0001945,160.51.146.77,SUCCESS,,PENDING,N,10
TXN0000000187,ACC000013017,CUST0002359,2026-04-01 01:38:55,CARD_PURCHASE,INTERNET_BANKING,646.88,INR,BEN0010937,Mumbai,Bengaluru,DEV0008490,144.106.23.4,SUCCESS,,FAILED,N,10
TXN0000001910,ACC000001702,CUST0003941,2024-05-11 17:36:41,CARD_PURCHASE,POS,1886.76,INR,BEN0002938,Bhubaneswar,New Delhi,DEV0007698,34.250.91.177,FAILED,ACCOUNT_NOT_FOUND,SETTLED,N,15
TXN0000000552,ACC000010916,CUST0002456,2023-11-26 02:54:16,UPI,POS,2348.05,INR,BEN0007096,Chennai,Bengaluru,DEV0006494,166.169.106.246,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000002015,ACC000006274,CUST0005371,2023-05-12 21:34:35,CARD_PURCHASE,MOBILE,2535.92,INR,BEN0005281,Chennai,New Delhi,DEV0008398,21.223.106.188,SUCCESS,,SETTLED,N,10
TXN0000002015,ACC000002629,CUST0004577,2024-03-20 02:59:12,INTERNAL_TRANSFER,BRANCH,595.0,INR,BEN0003595,New Delhi,Lucknow,DEV0006954,28.11.110.93,SUCCESS,,SETTLED,Y,20
TXN0000002116,ACC000014986,CUST0008289,2024-09-23 18:54:44,INTERNAL_TRANSFER,ATM,155067.49,INR,BEN0003360,Bengaluru,Jaipur,DEV0006414,163.246.117.235,SUCCESS,,SETTLED,N,0
TXN0000002141,ACC000003048,CUST0008455,2023-05-10 20:27:02,INTERNAL_TRANSFER,INTERNET_BANKING,11036.67,INR,BEN0004587,Jaipur,Kolkata,DEV0003786,27.205.128.182,SUCCESS,,SETTLED,N,10
TXN0000002147,ACC000010300,CUST0002115,2025-08-28 10:43:51,UPI,POS,4512.01,INR,BEN0012290,New Delhi,Indore,DEV0011983,53.16.189.76,SUCCESS,,SETTLED,N,10
TXN0000002154,ACC000006010,CUST0005742,2024-01-30 05:05:33,UPI,API,699.26,INR,BEN0011800,Mumbai,Kolkata,DEV0007158,51.68.167.241,SUCCESS,,SETTLED,N,5
TXN0000002188,ACC000011055,CUST0006354,2026-06-16 12:24:41,CARD_PURCHASE,MOBILE,20754.23,INR,BEN0010284,New Delhi,Mumbai,DEV0011506,58.174.151.30,SUCCESS,,FAILED,N,20
TXN0000002256,ACC000014895,CUST0009130,2024-07-01 14:20:20,IMPS,MOBILE,6375.84,INR,BEN0014958,Indore,Lucknow,DEV0007485,18.24.192.101,SUCCESS,,SETTLED,N,30
TXN0000002271,ACC000002178,CUST0005043,2023-04-08 22:56:44,CARD_PURCHASE,MOBILE,725.87,EUR,BEN0008224,Mumbai,Kochi,DEV0001548,17.65.194.188,PENDING,INVALID_BENEFICIARY,PENDING,N,30
TXN0000002281,ACC000003155,CUST0002439,2023-09-28 09:12:29,NEFT,MOBILE,13396.31,INR,BEN0005253,Indore,Ahmedabad,DEV0004924,71.90.130.97,SUCCESS,,NOT_APPLICABLE,N,20
TXN0000002296,ACC000012800,CUST0005342,2026-07-04 08:13:07,UPI,BRANCH,7772.32,INR,BEN0012861,Kochi,Chennai,DEV0000770,71.122.108.58,SUCCESS,,SETTLED,N,10
TXN0000000236,ACC000001517,CUST0006339,2024-08-14 07:26:54,UPI,MOBILE,3054.71,USD,BEN0008843,Jaipur,Indore,DEV0009132,71.224.96.45,SUCCESS,,SETTLED,N,20
TXN0000002332,ACC000001755,CUST0007356,2025-04-06 21:44:02,UPI,BRANCH,2511.53,INR,BEN0011091,Mumbai,Mumbai,DEV0007166,56.137.198.79,SUCCESS,,SETTLED,N,10
TXN0000002388,ACC000005215,CUST0004077,2024-11-11 12:05:11,UPI,BRANCH,2975.03,INR,BEN0003944,Kolkata,Hyderabad,DEV0009846,31.121.83.113,SUCCESS,,SETTLED,N,20
TXN0000001221,ACC000003078,CUST0007042,2024-03-09 21:33:12,UPI,ATM,2430.92,INR,BEN0006725,Mumbai,Mumbai,DEV0009209,68.36.56.242,SUCCESS,,SETTLED,N,10
TXN0000001910,ACC000010859,CUST0004596,2023-02-01 10:39:29,CARD_PURCHASE,ATM,3051.92,INR,BEN0010680,Bengaluru,Lucknow,DEV0000281,202.194.207.7,SUCCESS,,SETTLED,N,10
TXN0000002296,ACC000010086,CUST0001815,2025-09-22 10:53:16,IMPS,INTERNET_BANKING,2059.1,INR,BEN0012819,Hyderabad,Kolkata,DEV0006477,128.232.2.9,SUCCESS,,PENDING,N,20
TXN0000001720,ACC000010021,CUST0000615,2025-12-09 18:30:19,INTERNAL_TRANSFER,MOBILE,4109.37,INR,BEN0000563,Indore,New Delhi,DEV0005567,54.28.23.216,SUCCESS,,SETTLED,N,10
TXN0000002832,ACC000013403,CUST0007633,2023-02-13 05:20:06,CARD_PURCHASE,POS,1220.12,INR,BEN0013591,Lucknow,Indore,DEV0004918,62.200.20.198,SUCCESS,,PENDING,N,30
TXN0000002933,ACC000005349,CUST0000984,2024-08-16 05:00:15,UPI,BRANCH,16815.1,INR,BEN0001600,Chennai,Chennai,DEV0006159,104.86.151.186,SUCCESS,,SETTLED,N,10
TXN0000002984,ACC000001520,CUST0002092,2026-07-07 18:38:48,NEFT,API,611.36,INR,BEN0014367,Mumbai,Chennai,DEV0003306,175.203.208.192,SUCCESS,,PENDING,N,25
TXN0000000931,ACC000012712,CUST0007442,2026-03-27 20:16:44,ATM_WITHDRAWAL,BRANCH,3024.92,INR,BEN0003369,Chennai,Hyderabad,DEV0000084,61.33.194.143,SUCCESS,,FAILED,N,20
TXN0000003097,ACC000001309,CUST0004559,2025-09-13 10:34:33,UPI,POS,7666.4,INR,BEN0004063,Jaipur,Bengaluru,DEV0008545,15.223.121.252,SUCCESS,,SETTLED,N,20
TXN0000003139,ACC000009136,CUST0005832,2023-06-06 23:56:17,IMPS,MOBILE,1004.14,INR,BEN0008255,Bengaluru,Bengaluru,DEV0002805,70.69.192.3,SUCCESS,,PENDING,N,20
TXN0000000390,ACC000012307,CUST0002845,2023-06-03 09:30:14,NEFT,MOBILE,2194.88,INR,BEN0004022,Kolkata,Lucknow,DEV0005830,168.103.169.210,SUCCESS,,SETTLED,N,10
TXN0000003258,ACC000009285,CUST0001936,2025-10-07 13:30:02,ATM_WITHDRAWAL,MOBILE,30632.35,INR,BEN0008142,Ahmedabad,Bhubaneswar,DEV0005977,52.97.176.82,SUCCESS,,SETTLED,N,20
TXN0000000607,ACC000008094,CUST0006586,2023-04-09 22:47:04,ATM_WITHDRAWAL,MOBILE,44718.54,EUR,BEN0006227,Hyderabad,Mumbai,DEV0011036,203.219.40.242,SUCCESS,,SETTLED,N,10
TXN0000000360,ACC000001201,CUST0003777,2025-10-13 06:12:11,ATM_WITHDRAWAL,MOBILE,2203.31,INR,BEN0014881,New Delhi,Bengaluru,DEV0004822,124.251.62.136,SUCCESS,,SETTLED,N,20
TXN0000003404,ACC000003901,CUST0004638,2024-07-25 06:27:35,BILL_PAYMENT,BRANCH,1229.92,INR,BEN0010948,Kochi,Bengaluru,DEV0008400,199.173.141.107,SUCCESS,,SETTLED,N,20
TXN0000003496,ACC000003417,CUST0001241,2023-11-04 14:04:32,UPI,MOBILE,17482.5,INR,BEN0006219,Bengaluru,Ahmedabad,DEV0004851,155.164.22.9,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000003545,ACC000012715,CUST0005563,2024-09-09 05:01:30,NEFT,MOBILE,28379.22,INR,BEN0014944,Indore,Jaipur,DEV0001887,214.52.229.231,PENDING,SETTLEMENT_FAILURE,SETTLED,N,10
TXN0000000115,ACC000010102,CUST0006705,2026-04-03 03:17:07,IMPS,MOBILE,17147.17,EUR,BEN0012119,Bengaluru,Kolkata,DEV0005270,139.70.147.2,SUCCESS,,SETTLED,N,10
TXN0000002388,ACC000011681,CUST0006620,2024-12-01 19:37:44,UPI,INTERNET_BANKING,4080.93,INR,BEN0000315,Chennai,Kolkata,DEV0008893,178.22.95.78,FAILED,SERVICE_UNAVAILABLE,PENDING,N,15
TXN0000003787,ACC000014081,CUST0007809,2023-01-01 12:16:00,CARD_PURCHASE,MOBILE,4873.6,INR,BEN0001290,Kolkata,Mumbai,DEV0011485,19.105.125.78,SUCCESS,,SETTLED,N,20
TXN0000003875,ACC000006151,CUST0003342,2023-09-19 06:08:18,ATM_WITHDRAWAL,MOBILE,9942.74,INR,BEN0010387,Indore,Ahmedabad,DEV0011605,17.141.44.65,SUCCESS,,NOT_APPLICABLE,N,20
TXN0000003931,ACC000007247,CUST0005572,2023-07-01 15:41:33,UPI,API,7159.32,INR,BEN0014743,Lucknow,Ahmedabad,DEV0009995,56.93.52.251,SUCCESS,,SETTLED,N,25
TXN0000003932,ACC000009188,CUST0000086,2024-05-11 10:44:45,UPI,BRANCH,8842.54,INR,BEN0009059,New Delhi,Hyderabad,DEV0005195,83.96.139.6,SUCCESS,,FAILED,N,10
TXN0000004138,ACC000011100,CUST0005958,2025-04-28 03:09:44,INTERNAL_TRANSFER,BRANCH,1246.45,INR,BEN0007151,Hyderabad,Bengaluru,DEV0009917,172.249.155.145,SUCCESS,,SETTLED,N,10
TXN0000004186,ACC000013133,CUST0003086,2025-09-30 13:43:02,CASH_DEPOSIT,POS,5798.29,INR,BEN0012285,Ahmedabad,Kochi,DEV0001727,155.250.182.139,SUCCESS,,SETTLED,N,10
TXN0000004330,ACC000011588,CUST0007700,2026-03-27 07:17:34,UPI,POS,5612.48,INR,BEN0012940,Hyderabad,Indore,DEV0008145,217.234.59.39,SUCCESS,,SETTLED,N,20
TXN0000004364,ACC000007945,CUST0009259,2026-05-23 12:15:57,NEFT,BRANCH,737.97,INR,BEN0004095,Hyderabad,Jaipur,DEV0003050,186.133.140.223,SUCCESS,,SETTLED,N,0
TXN0000004375,ACC000002724,CUST0008144,2024-12-23 20:21:22,BILL_PAYMENT,POS,3254.59,INR,BEN0012845,Jaipur,Ahmedabad,DEV0006704,142.170.82.15,SUCCESS,,SETTLED,N,30
TXN0000004383,ACC000000134,CUST0008858,2025-07-30 01:13:51,RTGS,MOBILE,6908.9,INR,BEN0012415,Kochi,Hyderabad,DEV0011928,94.199.116.62,SUCCESS,,SETTLED,N,40
TXN0000001805,ACC000005011,CUST0000375,2023-12-21 15:48:12,INTERNAL_TRANSFER,MOBILE,25726.36,INR,BEN0014705,Mumbai,Bengaluru,DEV0010655,207.218.67.131,SUCCESS,,SETTLED,N,30
TXN0000004606,ACC000009304,CUST0006931,2026-01-15 11:57:34,INTERNAL_TRANSFER,INTERNET_BANKING,2024.05,INR,BEN0009013,Bengaluru,Hyderabad,DEV0000980,93.241.127.92,SUCCESS,,SETTLED,N,20
TXN0000003931,ACC000000045,CUST0009638,2023-08-13 09:57:53,IMPS,API,3123.1,INR,BEN0008181,Indore,Hyderabad,DEV0007908,79.21.161.177,SUCCESS,,SETTLED,N,15
TXN0000001765,ACC000011914,CUST0002957,2026-03-26 19:27:48,RTGS,INTERNET_BANKING,1257.59,INR,BEN0004053,Bhubaneswar,Bengaluru,DEV0003714,34.83.120.158,SUCCESS,,FAILED,N,30
TXN0000002281,ACC000006757,CUST0001674,2023-12-25 09:32:08,CARD_PURCHASE,BRANCH,2443.39,INR,BEN0004612,Ahmedabad,Mumbai,DEV0009322,51.45.81.94,FAILED,INSUFFICIENT_BALANCE,SETTLED,N,25
TXN0000004863,ACC000014825,CUST0009799,2024-09-02 10:23:02,BILL_PAYMENT,MOBILE,11075.15,INR,BEN0013367,Bhubaneswar,Lucknow,DEV0004999,192.209.219.15,SUCCESS,,NOT_APPLICABLE,N,30
TXN0000004953,ACC000012831,CUST0007359,2025-05-05 13:01:17,NEFT,MOBILE,2636.69,INR,BEN0001094,Bhubaneswar,Hyderabad,DEV0000153,,SUCCESS,,SETTLED,N,10
TXN0000004186,ACC000004362,CUST0002704,2026-01-07 14:11:27,UPI,POS,7173.76,INR,BEN0011106,Chennai,Kochi,DEV0010292,54.4.4.88,SUCCESS,,SETTLED,N,10
TXN0000000907,ACC000004046,CUST0008997,2025-01-15 11:33:37,CARD_PURCHASE,MOBILE,4117.66,INR,BEN0007366,Kochi,Indore,DEV0005382,73.42.180.227,SUCCESS,,SETTLED,N,30
TXN0000005073,ACC000004101,CUST0005826,2025-02-26 00:44:14,INTERNAL_TRANSFER,MOBILE,3461.67,INR,BEN0002194,Lucknow,Kochi,DEV0007923,50.109.76.72,SUCCESS,,SETTLED,N,40
TXN0000003404,ACC000013104,CUST0005764,2024-10-25 17:15:20,ATM_WITHDRAWAL,MOBILE,5450.39,INR,BEN0006018,Chennai,Chennai,DEV0008407,79.121.123.222,SUCCESS,,SETTLED,N,20
TXN0000000333,ACC000004580,CUST0007246,2024-01-01 04:32:59,UPI,BRANCH,4190.2,INR,BEN0001425,Bhubaneswar,Chennai,DEV0006546,100.157.239.52,SUCCESS,,PENDING,N,30
TXN0000002256,ACC000002569,CUST0008573,2025-05-27 19:36:44,UPI,MOBILE,15765.28,INR,BEN0013905,Indore,New Delhi,DEV0001690,23.136.164.138,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000005511,ACC000010913,CUST0002993,2025-11-03 12:39:30,CARD_PURCHASE,BRANCH,10822.41,INR,BEN0002872,Mumbai,Bhubaneswar,DEV0002212,189.150.69.3,SUCCESS,,PENDING,N,10
TXN0000005850,ACC000010297,CUST0009320,2023-12-05 17:20:40,CARD_PURCHASE,INTERNET_BANKING,5083.69,INR,BEN0010962,New Delhi,Mumbai,DEV0002555,123.136.37.249,SUCCESS,,NOT_APPLICABLE,N,30
TXN0000005852,ACC000002617,CUST0004060,2024-09-28 09:03:20,CARD_PURCHASE,MOBILE,4562.75,INR,BEN0009725,Bhubaneswar,Chennai,DEV0009584,126.20.83.89,SUCCESS,,PENDING,N,20
TXN0000006004,ACC000003756,CUST0000493,2026-07-29 06:54:15,UPI,ATM,1180.29,INR,BEN0005198,Kolkata,Kolkata,DEV0006065,81.174.32.203,SUCCESS,,SETTLED,N,40
TXN0000006006,ACC000011037,CUST0008325,2025-05-22 11:00:14,UPI,POS,19299.74,INR,BEN0011604,Hyderabad,Indore,DEV0000948,106.245.181.176,SUCCESS,,SETTLED,N,30
TXN0000006226,ACC000013456,CUST0007666,2024-04-11 11:56:03,UPI,API,153365.68,INR,BEN0013047,Kolkata,Ahmedabad,DEV0004233,200.246.8.46,SUCCESS,,SETTLED,N,25
TXN0000006229,ACC000001893,CUST0008318,2025-12-24 00:44:48,IMPS,BRANCH,1552.94,INR,BEN0012725,Lucknow,Kochi,DEV0001730,69.72.238.158,FAILED,ACCOUNT_NOT_FOUND,PENDING,N,5
TXN0000006500,ACC000007619,CUST0004924,2025-06-24 11:38:05,BILL_PAYMENT,INTERNET_BANKING,2452.18,INR,BEN0010221,Kochi,Mumbai,DEV0003026,118.113.169.198,SUCCESS,,SETTLED,N,10
TXN0000006669,ACC000009297,CUST0007126,2025-12-09 08:47:14,UPI,MOBILE,8853.81,INR,BEN0014269,Kolkata,New Delhi,DEV0000428,149.175.139.125,SUCCESS,,SETTLED,N,10
TXN0000006671,ACC000007136,CUST0008354,2026-02-07 20:31:28,RTGS,BRANCH,16329.64,INR,BEN0012517,Jaipur,Kolkata,DEV0006879,179.83.17.115,SUCCESS,,SETTLED,N,10
TXN0000001548,ACC000006538,CUST0003184,2023-02-28 01:17:50,IMPS,MOBILE,2938.96,INR,BEN0002217,Bengaluru,Indore,DEV0002575,10.35.252.228,SUCCESS,,SETTLED,N,20
TXN0000002188,ACC000000707,CUST0005396,2023-12-01 22:07:05,NEFT,INTERNET_BANKING,3116.36,INR,BEN0000916,Lucknow,Lucknow,DEV0010397,179.224.224.203,SUCCESS,,NOT_APPLICABLE,N,10
TXN0000006006,ACC000006023,CUST0005733,2026-02-19 14:09:59,CASH_DEPOSIT,ATM,2170.29,INR,BEN0010424,Kolkata,Indore,DEV0001007,177.89.111.254,SUCCESS,,SETTLED,N,10
TXN0000007072,ACC000008828,CUST0006877,2024-02-05 10:26:34,BILL_PAYMENT,INTERNET_BANKING,6576.45,INR,BEN0001172,Kolkata,Bhubaneswar,DEV0001608,147.228.97.183,PENDING,AUTH_FAILURE,NOT_APPLICABLE,N,30
TXN0000004364,ACC000002828,CUST0006387,2024-10-25 13:57:22,CARD_PURCHASE,MOBILE,10307.6,INR,BEN0002412,Ahmedabad,Jaipur,DEV0003036,182.123.46.71,SUCCESS,,PENDING,N,10
TXN0000007558,ACC000003508,CUST0005974,2025-12-17 23:45:22,RTGS,MOBILE,13926.05,INR,BEN0005755,Jaipur,Kolkata,DEV0010965,169.148.113.16,SUCCESS,,SETTLED,N,10
TXN0000007580,ACC000010310,CUST0005994,2025-12-15 18:38:35,UPI,MOBILE,6684.22,INR,BEN0005896,Lucknow,Bengaluru,DEV0001104,95.201.28.192,SUCCESS,,SETTLED,N,20
