transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_channel,transaction_amount,currency,beneficiary_id,source_location,destination_location,device_id,ip_address,transaction_status,failure_reason,settlement_status,fraud_flag,seed_risk_score
TXN0000006432,ACC000005445,CUST0009142,2023-07-19 18:52:32,UPI,ATM,-41568.76,INR,BEN0011209,Chennai,Bengaluru,DEV0008744,103.60.133.214,SUCCESS,,SETTLED,N,30
TXN0000006456,ACC000007855,CUST0000757,2026-07-10 16:14:52,INTERNAL_TRANSFER,INTERNET_BANKING,-44879.31,INR,BEN0005777,Jaipur,New Delhi,DEV0004831,190.142.171.137,SUCCESS,,SETTLED,N,40
TXN0000006559,ACC000014718,CUST0009151,2023-10-22 16:16:13,UPI,MOBILE,-5549.16,INR,BEN0009732,Bengaluru,Mumbai,DEV0004310,31.149.192.133,SUCCESS,,SETTLED,N,50
TXN0000006762,ACC000003637,CUST0005556,2024-04-11 23:21:25,IMPS,MOBILE,-28216.41,INR,BEN0002601,Lucknow,Ahmedabad,DEV0006745,210.152.37.82,SUCCESS,,PENDING,N,30
TXN0000006874,ACC000004259,CUST0003904,2026-04-07 14:21:52,UPI,POS,-46754.52,INR,BEN0007526,Ahmedabad,Bhubaneswar,DEV0007046,46.96.120.51,SUCCESS,,SETTLED,Y,70
TXN0000007128,ACC000014266,CUST0001957,2024-02-01 18:26:31,INTERNAL_TRANSFER,POS,-7476.62,INR,BEN0012324,Jaipur,New Delhi,DEV0000331,174.136.183.187,SUCCESS,,SETTLED,N,60
TXN0000007181,ACC000008470,CUST0000659,2025-06-14 09:38:35,CASH_DEPOSIT,INTERNET_BANKING,-22942.34,INR,BEN0010731,Kolkata,Lucknow,DEV0002475,219.150.140.183,SUCCESS,,SETTLED,N,50
TXN0000008014,ACC000014563,CUST0006907,2026-06-13 03:27:51,ATM_WITHDRAWAL,MOBILE,-30258.13,INR,BEN0001043,Chennai,Jaipur,DEV0010476,177.143.184.220,FAILED,UPSTREAM_TIMEOUT,SETTLED,N,55
TXN0000008249,ACC000008941,CUST0006040,2025-11-20 15:02:23,UPI,MOBILE,-23048.08,INR,BEN0009552,Indore,Hyderabad,DEV0000791,88.48.152.180,SUCCESS,,SETTLED,N,50
TXN0000008610,ACC000007193,CUST0008748,2023-08-01 12:40:33,NEFT,MOBILE,-16631.69,INR,BEN0004387,Hyderabad,New Delhi,DEV0011788,46.240.182.140,PENDING,AUTH_FAILURE,SETTLED,N,40
TXN0000008751,ACC000000676,CUST0009891,2025-03-07 00:04:54,UPI,MOBILE,-29014.22,INR,BEN0012008,Kochi,Mumbai,DEV0010228,92.214.201.94,SUCCESS,,SETTLED,N,60
TXN0000008848,ACC000007873,CUST0004699,2023-09-29 19:02:21,NEFT,MOBILE,-9823.29,INR,BEN0005249,Bengaluru,Bhubaneswar,DEV0005166,22.56.226.37,SUCCESS,,SETTLED,N,40
TXN0000009095,ACC000010506,CUST0002309,2025-04-14 08:40:48,ATM_WITHDRAWAL,MOBILE,-34127.14,USD,BEN0014632,Chennai,New Delhi,DEV0005194,60.174.135.124,SUCCESS,,SETTLED,N,50
TXN0000009345,ACC000004416,CUST0001464,2024-07-11 22:30:34,IMPS,ATM,-36206.87,INR,BEN0004879,Ahmedabad,Bhubaneswar,DEV0008998,145.255.223.103,FAILED,ACCOUNT_NOT_FOUND,SETTLED,N,25
TXN0000009399,ACC000005527,CUST0003774,2024-03-31 02:10:03,UPI,POS,-25204.13,INR,BEN0008916,Kolkata,Kochi,DEV0001796,158.62.214.95,FAILED,UPSTREAM_TIMEOUT,FAILED,N,35
TXN0000009549,ACC000002690,CUST0009314,2023-05-19 23:01:30,UPI,MOBILE,-43746.78,INR,BEN0013308,New Delhi,Ahmedabad,DEV0010610,32.200.52.121,FAILED,DATABASE_ERROR,SETTLED,N,45
TXN0000009843,ACC000014036,CUST0003918,2025-09-17 06:17:25,CARD_PURCHASE,MOBILE,-12314.74,INR,BEN0003055,Indore,Kochi,DEV0005384,176.234.167.201,SUCCESS,,SETTLED,N,50
TXN0000009917,ACC000005490,CUST0004607,2025-02-09 17:51:24,BILL_PAYMENT,INTERNET_BANKING,-9970.21,INR,BEN0007371,Kochi,Mumbai,DEV0000573,89.101.2.144,PENDING,INVALID_BENEFICIARY,SETTLED,N,30
TXN0000010848,ACC000009491,CUST0001378,2023-01-01 22:44:43,UPI,MOBILE,-2898.78,INR,BEN0003954,Lucknow,Hyderabad,DEV0002822,95.84.207.74,SUCCESS,,NOT_APPLICABLE,N,40
TXN0000010969,ACC000010345,CUST0009560,2024-04-05 16:28:32,ATM_WITHDRAWAL,MOBILE,-49319.56,INR,BEN0010382,Bengaluru,Lucknow,DEV0002508,138.84.178.198,FAILED,RATE_LIMIT,SETTLED,N,35
TXN0000010997,ACC000013638,CUST0007853,2026-03-17 19:18:45,NEFT,ATM,-38968.49,INR,BEN0007717,Jaipur,Indore,DEV0007712,62.195.159.92,SUCCESS,,SETTLED,N,30
TXN0000011095,ACC000004732,CUST0009773,2025-07-22 19:45:01,CARD_PURCHASE,INTERNET_BANKING,-4369.94,INR,BEN0005150,Bhubaneswar,New Delhi,DEV0004971,69.216.78.49,SUCCESS,,SETTLED,N,30
TXN0000011626,ACC000012607,CUST0003259,2024-09-23 15:22:03,NEFT,MOBILE,-21470.6,INR,BEN0014921,Ahmedabad,Kolkata,DEV0003020,144.155.2.1,SUCCESS,,SETTLED,N,30
TXN0000011781,ACC000009997,CUST0006955,2023-10-21 21:58:14,RTGS,MOBILE,-43698.1,INR,BEN0004488,Bengaluru,Mumbai,DEV0010370,32.247.231.175,SUCCESS,,SETTLED,N,50
TXN0000012186,ACC000000513,CUST0008792,2024-07-06 18:16:03,UPI,MOBILE,-46723.83,INR,BEN0001220,New Delhi,Indore,DEV0001472,34.233.59.76,REVERSED,UPSTREAM_TIMEOUT,SETTLED,N,30
TXN0000012517,ACC000007170,CUST0007144,2023-08-15 19:56:45,INTERNAL_TRANSFER,MOBILE,-17692.66,INR,BEN0002846,Hyderabad,Hyderabad,DEV0009058,221.191.174.22,PENDING,SETTLEMENT_FAILURE,SETTLED,N,50
TXN0000012741,ACC000014566,CUST0006854,2025-12-10 11:04:55,ATM_WITHDRAWAL,MOBILE,-45743.35,INR,BEN0014919,Indore,Lucknow,DEV0009022,58.161.254.158,SUCCESS,,SETTLED,N,40
TXN0000012974,ACC000012121,CUST0006197,2024-11-03 02:04:17,NEFT,MOBILE,-48011.69,INR,BEN0013987,New Delhi,Hyderabad,DEV0010299,16.69.218.175,SUCCESS,,SETTLED,N,40
TXN0000013109,ACC000003392,CUST0001443,2023-12-16 18:06:13,IMPS,ATM,-1608.69,INR,BEN0002880,Hyderabad,Hyderabad,DEV0000170,87.249.70.215,SUCCESS,,SETTLED,N,50
TXN0000013503,ACC000006747,CUST0004575,2024-08-28 09:52:26,UPI,POS,-3231.88,INR,BEN0008917,Ahmedabad,Chennai,DEV0006650,217.110.159.128,FAILED,DATABASE_ERROR,SETTLED,N,35
TXN0000014949,ACC000006935,CUST0002570,2023-07-14 06:02:42,UPI,API,-11854.61,INR,BEN0000178,Mumbai,Indore,DEV0000977,147.238.48.182,SUCCESS,,SETTLED,N,35
TXN0000015127,ACC000013802,CUST0007698,2024-04-29 21:44:07,CARD_PURCHASE,MOBILE,-979.27,USD,BEN0003332,Mumbai,Bengaluru,DEV0002377,215.45.52.175,SUCCESS,,SETTLED,N,40
TXN0000015203,ACC000009997,CUST0006955,2023-10-03 09:22:18,CARD_PURCHASE,MOBILE,-34843.97,INR,BEN0001226,Ahmedabad,Chennai,DEV0011471,18.241.18.242,FAILED,DATABASE_ERROR,SETTLED,N,55
TXN0000015332,ACC000000556,CUST0009574,2024-07-30 21:12:45,CASH_DEPOSIT,BRANCH,-26387.63,INR,BEN0008024,New Delhi,Ahmedabad,DEV0007914,67.241.153.17,SUCCESS,,SETTLED,N,30
TXN0000015569,ACC000009348,CUST0007386,2023-11-23 20:36:00,CARD_PURCHASE,MOBILE,-38949.74,INR,BEN0011790,New Delhi,Hyderabad,DEV0005683,64.109.193.143,SUCCESS,,SETTLED,N,30
TXN0000015579,ACC000007550,CUST0002466,2024-06-25 13:28:33,CARD_PURCHASE,MOBILE,-22557.32,INR,BEN0006860,Indore,Kochi,DEV0000882,204.42.161.83,FAILED,AUTH_FAILURE,SETTLED,N,55
TXN0000015730,ACC000008659,CUST0001848,2023-11-29 04:35:22,RTGS,POS,-33201.33,INR,BEN0002235,Kolkata,Jaipur,DEV0011340,74.19.140.14,SUCCESS,,SETTLED,N,50
TXN0000016050,ACC000001436,CUST0007514,2026-04-27 17:47:50,NEFT,INTERNET_BANKING,-4942.1,INR,BEN0014775,Ahmedabad,Bhubaneswar,DEV0001390,203.198.29.45,SUCCESS,,SETTLED,N,30
TXN0000016705,ACC000003119,CUST0007779,2025-01-10 07:17:18,UPI,MOBILE,-7220.08,INR,BEN0008673,Ahmedabad,Jaipur,DEV0008470,115.64.210.190,FAILED,SERVICE_UNAVAILABLE,SETTLED,N,55
TXN0000016836,ACC000011105,CUST0000340,2024-08-21 04:04:43,INTERNAL_TRANSFER,MOBILE,-7663.33,INR,BEN0003182,Jaipur,Lucknow,DEV0009055,176.100.8.130,SUCCESS,,SETTLED,N,30
TXN0000016898,ACC000000946,CUST0002405,2025-09-19 21:18:19,UPI,MOBILE,-14775.49,INR,BEN0009190,Bengaluru,Bhubaneswar,DEV0001749,40.26.244.245,SUCCESS,,SETTLED,N,40
TXN0000018006,ACC000004596,CUST0004099,2026-03-18 16:49:37,BILL_PAYMENT,MOBILE,-24447.85,INR,BEN0010837,Chennai,Bhubaneswar,DEV0011531,146.97.97.17,SUCCESS,,SETTLED,N,30
TXN0000018073,ACC000007565,CUST0008499,2026-01-22 23:32:01,CARD_PURCHASE,POS,-25374.96,GBP,BEN0001492,Jaipur,Mumbai,DEV0005348,76.99.54.156,SUCCESS,,SETTLED,N,30
TXN0000018613,ACC000008660,CUST0005445,2026-01-15 04:05:53,CARD_PURCHASE,MOBILE,-17522.69,INR,BEN0012613,Ahmedabad,Indore,DEV0004742,68.101.121.206,SUCCESS,,SETTLED,N,30
TXN0000018852,ACC000010023,CUST0007281,2025-08-05 01:43:48,CARD_PURCHASE,API,-38220.03,INR,BEN0011660,Bhubaneswar,Kochi,DEV0010131,196.99.89.36,SUCCESS,,SETTLED,N,45
TXN0000019329,ACC000006916,CUST0007705,2025-10-20 03:15:16,CARD_PURCHASE,MOBILE,-34489.72,INR,BEN0007413,Lucknow,Indore,DEV0006249,161.154.43.162,SUCCESS,,SETTLED,N,30
TXN0000019575,ACC000000490,CUST0001624,2026-06-06 09:08:42,CARD_PURCHASE,MOBILE,-25176.55,INR,BEN0008803,Kolkata,Kolkata,DEV0010870,138.200.161.29,SUCCESS,,SETTLED,N,20
TXN0000019749,ACC000007501,CUST0005263,2025-09-20 10:08:48,CARD_PURCHASE,POS,-21958.62,INR,BEN0011162,Bengaluru,Bengaluru,DEV0004232,200.186.168.51,SUCCESS,,SETTLED,N,30
TXN0000019950,ACC000010309,CUST0008718,2024-09-01 14:51:55,CASH_DEPOSIT,MOBILE,-47708.76,INR,BEN0012037,Bengaluru,New Delhi,DEV0007304,161.86.38.239,SUCCESS,,SETTLED,N,30
TXN0000020321,ACC000012622,CUST0007734,2026-04-07 19:26:03,IMPS,MOBILE,-39127.59,INR,BEN0013347,Indore,Mumbai,DEV0008748,105.96.5.247,SUCCESS,,NOT_APPLICABLE,N,30
TXN0000020822,ACC000004983,CUST0000385,2025-04-19 18:59:33,IMPS,INTERNET_BANKING,-3614.91,INR,BEN0010781,Chennai,Bengaluru,DEV0000013,14.195.112.217,SUCCESS,,SETTLED,N,30
TXN0000020941,ACC000008203,CUST0001785,2025-09-04 01:48:08,CARD_PURCHASE,MOBILE,-21093.21,INR,BEN0001395,New Delhi,Lucknow,DEV0006374,169.203.254.115,SUCCESS,,SETTLED,N,30
TXN0000021231,ACC000007839,CUST0006191,2023-11-25 18:23:16,ATM_WITHDRAWAL,INTERNET_BANKING,-42489.1,INR,BEN0009367,Bhubaneswar,Jaipur,DEV0001975,220.109.253.39,SUCCESS,,SETTLED,N,30
TXN0000022254,ACC000008142,CUST0008185,2023-06-28 21:52:54,BILL_PAYMENT,INTERNET_BANKING,-25735.83,INR,BEN0005039,New Delhi,Kochi,DEV0008079,43.209.255.193,SUCCESS,,SETTLED,N,50
TXN0000022482,ACC000006560,CUST0003362,2024-02-25 03:56:14,UPI,MOBILE,-24074.31,INR,BEN0010910,Indore,Bhubaneswar,DEV0002339,128.249.45.241,SUCCESS,,FAILED,N,30
TXN0000022613,ACC000003279,CUST0009475,2023-06-06 04:06:36,BILL_PAYMENT,MOBILE,-39494.23,INR,BEN0000606,New Delhi,Indore,DEV0009655,61.103.132.5,SUCCESS,,SETTLED,N,20
TXN0000022699,ACC000008367,CUST0002130,2025-08-10 17:34:31,IMPS,API,-19164.91,INR,BEN0011845,Jaipur,Chennai,DEV0010193,71.38.200.120,SUCCESS,,SETTLED,N,55
TXN0000022766,ACC000011232,CUST0006528,2024-01-30 15:39:52,BILL_PAYMENT,MOBILE,-45911.97,INR,BEN0013363,Lucknow,Kolkata,DEV0009062,74.163.26.83,SUCCESS,,SETTLED,N,50
TXN0000023501,ACC000005927,CUST0007360,2023-02-06 02:45:30,UPI,POS,-24858.29,INR,BEN0013932,Mumbai,Jaipur,DEV0006395,166.177.119.182,SUCCESS,,NOT_APPLICABLE,N,40
TXN0000023673,ACC000006017,CUST0008888,2025-05-20 05:36:36,ATM_WITHDRAWAL,INTERNET_BANKING,-24527.97,INR,BEN0010652,Kolkata,Bhubaneswar,DEV0000428,113.27.138.86,SUCCESS,,FAILED,N,30
TXN0000023699,ACC000013905,CUST0006235,2025-08-29 07:54:31,NEFT,INTERNET_BANKING,-24546.77,INR,BEN0001074,Lucknow,Jaipur,DEV0011367,161.157.88.57,SUCCESS,,NOT_APPLICABLE,N,50
TXN0000023753,ACC000013049,CUST0002871,2025-06-14 03:02:51,ATM_WITHDRAWAL,MOBILE,-43719.34,INR,BEN0003617,Hyderabad,Kolkata,DEV0003802,165.91.12.116,SUCCESS,,SETTLED,N,30
TXN0000024049,ACC000014528,CUST0008697,2025-02-14 01:58:53,UPI,INTERNET_BANKING,-27895.42,INR,BEN0005970,Kochi,Mumbai,DEV0008145,112.151.143.181,SUCCESS,,NOT_APPLICABLE,N,40
TXN0000024121,ACC000002115,CUST0008917,2025-07-13 13:01:50,CASH_DEPOSIT,ATM,-36771.65,INR,BEN0002820,Bengaluru,Ahmedabad,DEV0001876,164.216.157.75,SUCCESS,,NOT_APPLICABLE,N,50
TXN0000024172,ACC000007686,CUST0005934,2023-10-01 04:21:42,IMPS,INTERNET_BANKING,-20489.91,INR,BEN0010055,Hyderabad,Ahmedabad,DEV0007001,109.156.200.222,SUCCESS,,SETTLED,N,40
TXN0000024931,ACC000013410,CUST0002930,2023-07-22 11:22:54,ATM_WITHDRAWAL,INTERNET_BANKING,-17227.87,INR,BEN0013216,Mumbai,Indore,DEV0011721,159.248.97.136,SUCCESS,,SETTLED,N,30
